,Open,High,Low,Close,Adj Close,Volume,Date
0,93.18,93.949997,92.120003,92.889999,90.828636,55600.0,2017-07-12T00:00:00
1,93.190002,94.010002,91.860001,92.529999,90.574089,43000.0,2017-07-13T00:00:00
2,92.339996,93.339996,92.269997,92.68,90.720917,35800.0,2017-07-14T00:00:00
3,92.690002,93.349998,92.190002,92.400002,90.446854,40500.0,2017-07-17T00:00:00
4,92.07,92.239998,90.980003,91.400002,89.467995,30300.0,2017-07-18T00:00:00
5,91.519997,92.199997,91.480003,92.050003,90.104248,43400.0,2017-07-19T00:00:00
6,92.0,92.580002,91.559998,92.099998,90.153191,37800.0,2017-07-20T00:00:00
7,92.110001,92.529999,91.330002,92.059998,90.114052,53300.0,2017-07-21T00:00:00
8,92.099998,93.199997,91.82,92.239998,90.290245,74100.0,2017-07-24T00:00:00
9,93.139999,95.589996,92.5,95.480003,93.461739,112500.0,2017-07-25T00:00:00
10,95.620003,95.620003,93.809998,94.110001,92.12072,32200.0,2017-07-26T00:00:00
11,92.019997,94.459999,92.019997,93.510002,91.533401,49600.0,2017-07-27T00:00:00
12,93.519997,93.959999,92.910004,93.160004,91.190765,35800.0,2017-07-28T00:00:00
13,92.220001,93.919998,92.220001,93.010002,91.043945,25800.0,2017-07-31T00:00:00
14,93.559998,94.419998,92.739998,93.309998,91.337608,51600.0,2017-08-01T00:00:00
15,94.059998,94.099998,91.559998,93.220001,91.249512,53800.0,2017-08-02T00:00:00
16,93.040001,93.879997,90.099998,91.190002,89.262421,65300.0,2017-08-03T00:00:00
17,91.400002,92.739998,91.150002,92.550003,90.593697,52700.0,2017-08-04T00:00:00
18,92.559998,92.650002,91.290001,92.43,90.476234,40700.0,2017-08-07T00:00:00
19,92.150002,95.400002,91.830002,94.190002,92.19902,83500.0,2017-08-08T00:00:00
20,93.839996,93.839996,91.510002,92.110001,90.162971,40400.0,2017-08-09T00:00:00
21,91.019997,92.480003,91.019997,91.519997,89.585449,48200.0,2017-08-10T00:00:00
22,91.440002,91.760002,90.809998,91.18,89.252647,33300.0,2017-08-11T00:00:00
23,91.879997,93.150002,91.190002,92.339996,90.388115,27200.0,2017-08-14T00:00:00
24,92.389999,93.760002,90.830002,91.059998,89.135185,35300.0,2017-08-15T00:00:00
25,90.519997,92.18,90.519997,91.019997,89.096016,24600.0,2017-08-16T00:00:00
26,90.5,91.730003,88.32,88.720001,86.844643,55800.0,2017-08-17T00:00:00
27,86.410004,89.849998,86.410004,88.959999,87.079559,69400.0,2017-08-18T00:00:00
28,88.75,89.790001,88.75,89.550003,87.657089,51800.0,2017-08-21T00:00:00
29,89.93,91.139999,89.690002,90.32,88.410828,26200.0,2017-08-22T00:00:00
30,89.839996,90.239998,89.050003,89.709999,87.813728,56700.0,2017-08-23T00:00:00
31,90.139999,90.139999,88.379997,88.800003,86.922935,25800.0,2017-08-24T00:00:00
32,87.540001,89.739998,87.540001,89.330002,87.44175,32400.0,2017-08-25T00:00:00
33,89.699997,89.699997,88.150002,89.099998,87.216599,30700.0,2017-08-28T00:00:00
34,88.610001,89.440002,87.540001,89.269997,87.383011,31700.0,2017-08-29T00:00:00
35,89.269997,89.980003,88.769997,89.849998,87.950752,22900.0,2017-08-30T00:00:00
36,88.900002,92.099998,88.900002,91.760002,89.820381,46100.0,2017-08-31T00:00:00
37,90.910004,92.720001,90.910004,92.019997,90.074883,34300.0,2017-09-01T00:00:00
38,91.970001,92.93,90.860001,91.589996,89.653984,48300.0,2017-09-05T00:00:00
39,91.989998,91.989998,90.330002,90.989998,89.06665,20100.0,2017-09-06T00:00:00
40,90.089996,91.970001,90.089996,90.68,88.763206,52400.0,2017-09-07T00:00:00
41,90.650002,91.580002,89.910004,90.75,88.831711,43100.0,2017-09-08T00:00:00
42,91.470001,91.82,90.75,90.970001,89.047081,70700.0,2017-09-11T00:00:00
43,91.260002,91.550003,90.75,91.089996,89.164528,38300.0,2017-09-12T00:00:00
44,91.18,92.860001,91.18,92.650002,90.691559,85800.0,2017-09-13T00:00:00
45,92.510002,94.389999,91.790001,94.279999,92.287102,63100.0,2017-09-14T00:00:00
46,95.150002,96.970001,94.470001,96.959999,94.910469,178100.0,2017-09-15T00:00:00
47,97.550003,100.269997,97.25,99.989998,97.876419,89200.0,2017-09-18T00:00:00
48,100.209999,101.400002,99.839996,100.779999,98.649704,54900.0,2017-09-19T00:00:00
49,100.690002,101.57,100.209999,101.57,99.423027,53200.0,2017-09-20T00:00:00
50,101.389999,102.099998,100.82,101.120003,98.982544,63600.0,2017-09-21T00:00:00
51,100.82,102.260002,100.489998,101.57,99.423027,31200.0,2017-09-22T00:00:00
52,101.940002,103.18,100.43,102.059998,99.902657,44500.0,2017-09-25T00:00:00
53,102.43,104.629997,102.43,103.5,101.312225,58000.0,2017-09-26T00:00:00
54,103.5,105.949997,102.580002,105.18,102.956734,46800.0,2017-09-27T00:00:00
55,105.089996,107.300003,104.440002,107.029999,104.767601,40500.0,2017-09-28T00:00:00
56,107.489998,107.75,106.459999,107.370003,105.100426,54000.0,2017-09-29T00:00:00
57,107.889999,108.900002,106.419998,108.889999,106.588303,45000.0,2017-10-02T00:00:00
58,108.07,111.019997,107.989998,109.970001,107.645462,83400.0,2017-10-03T00:00:00
59,109.82,110.139999,108.110001,108.970001,106.666595,59900.0,2017-10-04T00:00:00
60,109.110001,109.110001,107.489998,107.959999,105.67794,48200.0,2017-10-05T00:00:00
61,107.690002,108.769997,107.449997,108.489998,106.196732,38800.0,2017-10-06T00:00:00
62,108.489998,109.150002,107.970001,108.870003,106.568703,30100.0,2017-10-09T00:00:00
63,109.519997,109.650002,108.519997,108.57,106.275047,29300.0,2017-10-10T00:00:00
64,108.910004,109.5,108.440002,108.940002,106.63723,38900.0,2017-10-11T00:00:00
65,109.120003,110.650002,108.0,108.18,105.893303,105800.0,2017-10-12T00:00:00
66,108.279999,109.190002,107.93,108.300003,106.108841,47400.0,2017-10-13T00:00:00
67,108.389999,110.919998,108.389999,109.550003,107.333557,48900.0,2017-10-16T00:00:00
68,109.669998,110.190002,107.519997,107.610001,105.4328,46500.0,2017-10-17T00:00:00
69,108.110001,109.089996,107.120003,108.160004,105.971672,56000.0,2017-10-18T00:00:00
70,107.330002,108.910004,106.410004,108.389999,106.197021,47000.0,2017-10-19T00:00:00
71,109.099998,109.739998,107.629997,107.82,105.638557,48500.0,2017-10-20T00:00:00
72,108.339996,108.339996,106.559998,106.830002,104.668587,48200.0,2017-10-23T00:00:00
73,107.150002,108.629997,107.099998,107.419998,105.246635,38400.0,2017-10-24T00:00:00
74,107.599998,107.809998,106.209999,107.68,105.501389,48100.0,2017-10-25T00:00:00
75,107.970001,108.720001,107.529999,108.18,105.99128,31500.0,2017-10-26T00:00:00
76,108.220001,109.370003,106.839996,108.120003,105.93248,53500.0,2017-10-27T00:00:00
77,107.209999,107.459999,104.760002,105.489998,103.355698,44200.0,2017-10-30T00:00:00
78,106.089996,107.089996,105.309998,105.5,103.365501,86300.0,2017-10-31T00:00:00
79,106.07,110.940002,105.139999,109.75,107.529503,121900.0,2017-11-01T00:00:00
80,110.779999,112.0,108.279999,110.239998,108.00959,93100.0,2017-11-02T00:00:00
81,111.529999,114.339996,108.339996,110.650002,108.411308,113300.0,2017-11-03T00:00:00
82,110.449997,114.57,108.910004,113.559998,111.262405,63300.0,2017-11-06T00:00:00
83,113.510002,113.75,111.900002,113.620003,111.321228,81200.0,2017-11-07T00:00:00
84,113.080002,114.440002,112.389999,114.089996,111.7817,61400.0,2017-11-08T00:00:00
85,113.769997,113.959999,110.629997,111.730003,109.469444,71000.0,2017-11-09T00:00:00
86,111.690002,113.080002,111.690002,112.080002,109.812363,73900.0,2017-11-10T00:00:00
87,111.739998,112.230003,110.599998,111.07,108.8228,82500.0,2017-11-13T00:00:00
88,110.879997,112.519997,110.879997,112.110001,109.841759,50200.0,2017-11-14T00:00:00
89,111.790001,111.790001,109.18,110.639999,108.401482,56700.0,2017-11-15T00:00:00
90,110.830002,112.720001,110.830002,112.209999,109.939735,47200.0,2017-11-16T00:00:00
91,111.5,113.900002,111.5,113.290001,110.997879,80500.0,2017-11-17T00:00:00
92,113.5,115.040001,113.300003,115.010002,112.683105,97800.0,2017-11-20T00:00:00
93,115.580002,117.900002,115.209999,117.389999,115.014931,78100.0,2017-11-21T00:00:00
94,117.860001,117.93,116.07,116.360001,114.005775,50600.0,2017-11-22T00:00:00
95,116.57,116.57,115.279999,115.709999,113.368935,28700.0,2017-11-24T00:00:00
96,115.650002,116.970001,115.120003,116.739998,114.378098,119300.0,2017-11-27T00:00:00
97,116.919998,119.459999,115.510002,119.290001,116.876503,87000.0,2017-11-28T00:00:00
98,119.5,119.5,116.769997,118.809998,116.406204,47300.0,2017-11-29T00:00:00
99,119.470001,119.580002,117.760002,117.949997,115.563591,81000.0,2017-11-30T00:00:00
100,117.160004,117.160004,111.589996,115.660004,113.319946,103900.0,2017-12-01T00:00:00
101,116.5,117.0,114.769997,114.830002,112.506729,79800.0,2017-12-04T00:00:00
102,115.300003,115.940002,112.550003,112.650002,110.37085,94400.0,2017-12-05T00:00:00
103,112.25,114.230003,112.25,113.870003,111.566147,57300.0,2017-12-06T00:00:00
104,113.489998,115.82,113.330002,114.169998,111.860092,64200.0,2017-12-07T00:00:00
105,114.660004,114.660004,112.970001,113.580002,111.282036,32500.0,2017-12-08T00:00:00
106,113.599998,114.650002,112.230003,112.75,110.468826,28100.0,2017-12-11T00:00:00
107,112.82,112.82,110.650002,111.080002,108.832603,65600.0,2017-12-12T00:00:00
108,111.25,112.389999,110.699997,111.580002,109.322487,51900.0,2017-12-13T00:00:00
109,112.449997,112.449997,109.269997,109.940002,107.71566,55700.0,2017-12-14T00:00:00
110,110.260002,113.32,110.260002,111.980003,109.714394,145400.0,2017-12-15T00:00:00
111,113.989998,116.559998,113.029999,115.519997,113.182777,81300.0,2017-12-18T00:00:00
112,116.040001,116.279999,112.989998,113.510002,111.21344,38200.0,2017-12-19T00:00:00
113,114.470001,115.860001,113.290001,115.150002,112.820267,33000.0,2017-12-20T00:00:00
114,115.080002,115.669998,112.57,114.550003,112.232384,44900.0,2017-12-21T00:00:00
115,114.32,115.970001,112.449997,115.349998,113.01619,23900.0,2017-12-22T00:00:00
116,114.720001,115.650002,113.849998,114.739998,112.418541,24000.0,2017-12-26T00:00:00
117,114.870003,114.870003,113.269997,113.540001,111.242828,20800.0,2017-12-27T00:00:00
118,113.800003,114.809998,112.989998,113.650002,111.350601,14700.0,2017-12-28T00:00:00
119,114.050003,114.050003,112.870003,112.870003,110.586395,48200.0,2017-12-29T00:00:00
120,112.959999,114.050003,111.769997,112.309998,110.03772,64100.0,2018-01-02T00:00:00
121,112.25,113.010002,110.800003,111.470001,109.214729,71800.0,2018-01-03T00:00:00
122,111.949997,112.339996,111.190002,111.470001,109.214729,54000.0,2018-01-04T00:00:00
123,111.800003,112.230003,109.860001,111.839996,109.577232,44300.0,2018-01-05T00:00:00
124,110.190002,114.5,110.190002,113.459999,111.164452,76100.0,2018-01-08T00:00:00
125,113.18,113.959999,111.550003,111.620003,109.361671,30000.0,2018-01-09T00:00:00
126,111.440002,113.239998,110.779999,111.849998,109.587013,41800.0,2018-01-10T00:00:00
